config,r10_region,region_label,technology,technology_label,bin_rank,n_cells,avg_cf,std_cf,total_capacity_gw
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,16,72,0.2225,0.1811,15.17
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,17,68,0.2178,0.1441,259.3
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,18,71,0.2115,0.207,127.61
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,19,75,0.1942,0.1502,27.31
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,20,102,0.1886,0.142,27.45
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,21,25,0.1875,0.1113,12.49
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,22,92,0.1862,0.1042,25.51
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,23,47,0.1838,0.1076,18.01
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,24,34,0.1736,0.0643,6.3
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,25,31,0.1719,0.0831,153.04
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,26,83,0.1672,0.172,74.56
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,27,36,0.1513,0.0888,168.22
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,28,47,0.1501,0.1103,59.91
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,29,90,0.1275,0.1113,36.44
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,30,79,0.1254,0.1417,103.26
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,31,41,0.1162,0.0852,27.69
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,32,20,0.0659,0.0358,1.31
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,33,22,0.041,0.0269,0.99
HiT,R10EUROPE,Europe,wind_onshore,Wind onshore,34,14,0.0151,0.0135,0.52
LoT,R10EUROPE,Europe,wind_offshore,Wind offshore,1,1228,0.5294,0.3426,7608.43
LoT,R10EUROPE,Europe,wind_offshore,Wind offshore,2,191,0.3774,0.2816,658.99
LoT,R10EUROPE,Europe,wind_offshore,Wind offshore,3,354,0.3678,0.3055,1196.77
LoT,R10EUROPE,Europe,wind_offshore,Wind offshore,4,130,0.2678,0.181,286.1
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,1,211,0.6056,0.262,1044.89
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,2,93,0.5697,0.1841,557.63
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,3,125,0.5644,0.2545,694.49
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,4,90,0.5618,0.1927,454.8
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,5,172,0.5511,0.2341,1268.49
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,6,128,0.5029,0.2336,1030.26
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,7,50,0.5025,0.2726,88.69
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,8,19,0.4985,0.1649,69.61
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,9,64,0.4896,0.1658,391.3
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,10,37,0.4776,0.171,157.09
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,11,68,0.4773,0.1927,375.22
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,12,60,0.4772,0.2065,425.19
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,13,55,0.4766,0.2074,418.71
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,14,69,0.469,0.229,267.92
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,15,76,0.4649,0.1776,416.1
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,16,49,0.4572,0.1765,374.26
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,17,54,0.4162,0.1944,217.37
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,18,40,0.3665,0.197,135.7
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,19,57,0.3602,0.1517,308.45
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,20,25,0.3565,0.204,84.17
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,21,42,0.3441,0.1812,102.67
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,22,57,0.3336,0.1954,215.18
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,23,39,0.2923,0.167,103.24
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,24,48,0.2811,0.1723,148.13
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,25,44,0.2582,0.177,126.15
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,26,24,0.255,0.1211,36.08
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,27,67,0.2537,0.1323,146.78
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,28,30,0.2354,0.156,66.99
HiT,R10EUROPE,Europe,wind_offshore,Wind offshore,29,10,0.2222,0.118,24.73
LoT,R10INDIA+,India+,solar,Solar PV,1,822,0.2475,0.0562,1701.94
LoT,R10INDIA+,India+,solar,Solar PV,2,476,0.2178,0.0422,1708.72
LoT,R10INDIA+,India+,solar,Solar PV,3,687,0.2076,0.0546,1942.96
LoT,R10INDIA+,India+,solar,Solar PV,4,303,0.1928,0.0477,896.39
HiT,R10INDIA+,India+,solar,Solar PV,1,103,0.277,0.0321,128.7
HiT,R10INDIA+,India+,solar,Solar PV,2,161,0.2695,0.0281,338.83
HiT,R10INDIA+,India+,solar,Solar PV,3,100,0.2505,0.025,184.28
HiT,R10INDIA+,India+,solar,Solar PV,4,72,0.2493,0.0384,86.86
HiT,R10INDIA+,India+,solar,Solar PV,5,84,0.2456,0.0407,100.23
HiT,R10INDIA+,India+,solar,Solar PV,6,73,0.2408,0.0218,267.69
HiT,R10INDIA+,India+,solar,Solar PV,7,105,0.2377,0.0248,236.82
HiT,R10INDIA+,India+,solar,Solar PV,8,74,0.2281,0.0244,272.17
HiT,R10INDIA+,India+,solar,Solar PV,9,38,0.2276,0.0472,29.12
HiT,R10INDIA+,India+,solar,Solar PV,10,86,0.2262,0.028,329.42
HiT,R10INDIA+,India+,solar,Solar PV,11,96,0.2257,0.0327,320.17
HiT,R10INDIA+,India+,solar,Solar PV,12,84,0.2175,0.029,324.96
HiT,R10INDIA+,India+,solar,Solar PV,13,57,0.2158,0.0264,244.38
HiT,R10INDIA+,India+,solar,Solar PV,14,79,0.2143,0.0255,240.75
HiT,R10INDIA+,India+,solar,Solar PV,15,59,0.2119,0.0305,176.85
HiT,R10INDIA+,India+,solar,Solar PV,16,85,0.2118,0.0295,335.95
HiT,R10INDIA+,India+,solar,Solar PV,17,62,0.2111,0.0372,138.13
HiT,R10INDIA+,India+,solar,Solar PV,18,87,0.2099,0.0302,232.76
HiT,R10INDIA+,India+,solar,Solar PV,19,56,0.2095,0.0272,187.94
HiT,R10INDIA+,India+,solar,Solar PV,20,52,0.209,0.0326,143.58
HiT,R10INDIA+,India+,solar,Solar PV,21,39,0.2073,0.0348,15.34
HiT,R10INDIA+,India+,solar,Solar PV,22,58,0.2066,0.0246,214.72
HiT,R10INDIA+,India+,solar,Solar PV,23,58,0.2045,0.0284,241.6
HiT,R10INDIA+,India+,solar,Solar PV,24,70,0.2033,0.0336,188.22
HiT,R10INDIA+,India+,solar,Solar PV,25,59,0.2016,0.0265,223.6
HiT,R10INDIA+,India+,solar,Solar PV,26,29,0.1996,0.0391,8.39
HiT,R10INDIA+,India+,solar,Solar PV,27,73,0.1985,0.0295,252.01
HiT,R10INDIA+,India+,solar,Solar PV,28,59,0.1983,0.0296,142.16
HiT,R10INDIA+,India+,solar,Solar PV,29,89,0.192,0.0383,299.16
HiT,R10INDIA+,India+,solar,Solar PV,30,73,0.19,0.0318,208.7
HiT,R10INDIA+,India+,solar,Solar PV,31,37,0.19,0.0309,75.83
HiT,R10INDIA+,India+,solar,Solar PV,32,31,0.1862,0.0386,60.7
LoT,R10INDIA+,India+,wind_onshore,Wind onshore,1,522,0.2194,0.2094,901.64
LoT,R10INDIA+,India+,wind_onshore,Wind onshore,2,463,0.1971,0.1644,711.91
LoT,R10INDIA+,India+,wind_onshore,Wind onshore,3,189,0.1876,0.1765,335.16
LoT,R10INDIA+,India+,wind_onshore,Wind onshore,4,427,0.1277,0.1239,630.17
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,1,44,0.4411,0.2641,86.68
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,2,135,0.2655,0.1478,227.22
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,3,72,0.2397,0.1914,43.75
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,4,36,0.2249,0.145,53.04
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,5,52,0.2214,0.1523,124.26
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,6,18,0.2213,0.1335,28.98
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,7,163,0.2068,0.1133,347.16
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,8,82,0.1997,0.119,76.11
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,9,100,0.1987,0.1243,215.87
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,10,70,0.1955,0.1346,122.03
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,11,33,0.1929,0.1789,41.95
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,12,50,0.1567,0.1241,104.9
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,13,70,0.1543,0.0887,135.31
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,14,28,0.1538,0.0698,51.92
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,15,49,0.153,0.1181,64.49
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,16,69,0.1504,0.1193,101.41
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,17,20,0.1434,0.077,11.38
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,18,72,0.1415,0.0877,108.11
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,19,47,0.1362,0.0769,87.16
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,20,23,0.131,0.0848,35.83
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,21,31,0.1294,0.0783,41.58
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,22,71,0.1254,0.0767,115.19
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,23,66,0.1243,0.0888,119.89
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,24,63,0.1151,0.0684,81.4
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,25,66,0.1122,0.0718,88.42
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,26,34,0.1095,0.0655,43.13
HiT,R10INDIA+,India+,wind_onshore,Wind onshore,27,37,0.0986,0.0529,21.71
LoT,R10INDIA+,India+,wind_offshore,Wind offshore,1,123,0.3224,0.218,238.22
LoT,R10INDIA+,India+,wind_offshore,Wind offshore,2,93,0.2881,0.1309,275.81
LoT,R10INDIA+,India+,wind_offshore,Wind offshore,3,76,0.2588,0.1578,212.65
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,1,43,0.4283,0.1651,52.11
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,2,24,0.4234,0.1675,39.9
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,3,49,0.3066,0.1067,175.06
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,4,15,0.2764,0.1051,31.08
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,5,28,0.2753,0.1054,67.85
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,6,31,0.2691,0.0834,86.22
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,7,17,0.2653,0.0498,11.22
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,8,11,0.2563,0.0888,15.25
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,9,27,0.2548,0.0762,89.53
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,10,20,0.2458,0.0623,69.7
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,11,13,0.2415,0.0659,44.01
HiT,R10INDIA+,India+,wind_offshore,Wind offshore,12,14,0.2344,0.0759,44.76
LoT,R10LATIN_AM,Latin America,solar,Solar PV,1,1270,0.2497,0.0723,1309.48
LoT,R10LATIN_AM,Latin America,solar,Solar PV,2,753,0.2312,0.0749,1091.75
LoT,R10LATIN_AM,Latin America,solar,Solar PV,3,3162,0.2036,0.0685,2298.38
LoT,R10LATIN_AM,Latin America,solar,Solar PV,4,802,0.1997,0.0642,472.39
LoT,R10LATIN_AM,Latin America,solar,Solar PV,5,904,0.1792,0.0602,1825.06
HiT,R10LATIN_AM,Latin America,solar,Solar PV,1,210,0.2818,0.0417,319.89
HiT,R10LATIN_AM,Latin America,solar,Solar PV,2,163,0.2763,0.0431,293.79
HiT,R10LATIN_AM,Latin America,solar,Solar PV,3,203,0.2551,0.0607,431.29
HiT,R10LATIN_AM,Latin America,solar,Solar PV,4,83,0.254,0.0513,57.51
HiT,R10LATIN_AM,Latin America,solar,Solar PV,5,183,0.2528,0.0494,36.3
HiT,R10LATIN_AM,Latin America,solar,Solar PV,6,184,0.2487,0.054,282.63
HiT,R10LATIN_AM,Latin America,solar,Solar PV,7,227,0.2302,0.0523,99.36
HiT,R10LATIN_AM,Latin America,solar,Solar PV,8,169,0.2225,0.0525,307.51
HiT,R10LATIN_AM,Latin America,solar,Solar PV,9,97,0.2222,0.0642,71.32
HiT,R10LATIN_AM,Latin America,solar,Solar PV,10,58,0.2174,0.0514,10.05
HiT,R10LATIN_AM,Latin America,solar,Solar PV,11,161,0.217,0.0467,159.78
HiT,R10LATIN_AM,Latin America,solar,Solar PV,12,287,0.215,0.0474,413.26
HiT,R10LATIN_AM,Latin America,solar,Solar PV,13,132,0.2125,0.0429,87.95
HiT,R10LATIN_AM,Latin America,solar,Solar PV,14,80,0.2102,0.0379,142.94
HiT,R10LATIN_AM,Latin America,solar,Solar PV,15,94,0.21,0.0385,65.58
HiT,R10LATIN_AM,Latin America,solar,Solar PV,16,151,0.2094,0.0484,115.19
HiT,R10LATIN_AM,Latin America,solar,Solar PV,17,164,0.209,0.0435,146.93
HiT,R10LATIN_AM,Latin America,solar,Solar PV,18,96,0.2074,0.0412,114.59
HiT,R10LATIN_AM,Latin America,solar,Solar PV,19,119,0.2032,0.0407,90.32
HiT,R10LATIN_AM,Latin America,solar,Solar PV,20,118,0.203,0.0406,35.05
HiT,R10LATIN_AM,Latin America,solar,Solar PV,21,69,0.2026,0.0501,40.2
HiT,R10LATIN_AM,Latin America,solar,Solar PV,22,94,0.2023,0.034,57.43
HiT,R10LATIN_AM,Latin America,solar,Solar PV,23,176,0.2014,0.0468,89.47
HiT,R10LATIN_AM,Latin America,solar,Solar PV,24,114,0.2014,0.0366,134.92
HiT,R10LATIN_AM,Latin America,solar,Solar PV,25,155,0.2012,0.0394,85.27
HiT,R10LATIN_AM,Latin America,solar,Solar PV,26,76,0.2003,0.0339,52.84
HiT,R10LATIN_AM,Latin America,solar,Solar PV,27,73,0.1965,0.0525,7.47
HiT,R10LATIN_AM,Latin America,solar,Solar PV,28,101,0.196,0.0375,18.84
HiT,R10LATIN_AM,Latin America,solar,Solar PV,29,249,0.1958,0.0496,285.77
HiT,R10LATIN_AM,Latin America,solar,Solar PV,30,114,0.1956,0.0395,140.05
HiT,R10LATIN_AM,Latin America,solar,Solar PV,31,186,0.1952,0.0452,151.53
HiT,R10LATIN_AM,Latin America,solar,Solar PV,32,227,0.1948,0.051,83.89
HiT,R10LATIN_AM,Latin America,solar,Solar PV,33,178,0.1944,0.0425,162.68
HiT,R10LATIN_AM,Latin America,solar,Solar PV,34,64,0.193,0.0376,22.48
HiT,R10LATIN_AM,Latin America,solar,Solar PV,35,76,0.1924,0.0391,53.42
HiT,R10LATIN_AM,Latin America,solar,Solar PV,36,139,0.1917,0.0452,135.39
HiT,R10LATIN_AM,Latin America,solar,Solar PV,37,87,0.1917,0.0486,14.79
HiT,R10LATIN_AM,Latin America,solar,Solar PV,38,121,0.1914,0.0472,49.01
HiT,R10LATIN_AM,Latin America,solar,Solar PV,39,171,0.1905,0.0487,93.16
HiT,R10LATIN_AM,Latin America,solar,Solar PV,40,95,0.1888,0.0451,101.92
HiT,R10LATIN_AM,Latin America,solar,Solar PV,41,63,0.1876,0.0412,65.06
HiT,R10LATIN_AM,Latin America,solar,Solar PV,42,122,0.1864,0.0427,61.52
HiT,R10LATIN_AM,Latin America,solar,Solar PV,43,116,0.1862,0.0427,346.66
HiT,R10LATIN_AM,Latin America,solar,Solar PV,44,139,0.1835,0.0416,118.93
HiT,R10LATIN_AM,Latin America,solar,Solar PV,45,145,0.1831,0.0427,487.02
HiT,R10LATIN_AM,Latin America,solar,Solar PV,46,116,0.1815,0.042,18.72
HiT,R10LATIN_AM,Latin America,solar,Solar PV,47,93,0.1788,0.0425,20.88
HiT,R10LATIN_AM,Latin America,solar,Solar PV,48,66,0.1788,0.0442,19.11
HiT,R10LATIN_AM,Latin America,solar,Solar PV,49,157,0.177,0.0459,30.91
HiT,R10LATIN_AM,Latin America,solar,Solar PV,50,48,0.1714,0.0402,1.95
HiT,R10LATIN_AM,Latin America,solar,Solar PV,51,112,0.1705,0.0431,435.64
HiT,R10LATIN_AM,Latin America,solar,Solar PV,52,130,0.1688,0.0429,321.81
HiT,R10LATIN_AM,Latin America,solar,Solar PV,53,40,0.1675,0.0401,7.07
LoT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,1,977,0.412,0.308,1701.67
LoT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,2,927,0.3147,0.2185,898.22
LoT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,3,427,0.2313,0.153,249.7
LoT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,4,1072,0.2121,0.2254,863.47
LoT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,5,338,0.1913,0.1249,199.62
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,1,98,0.641,0.2618,89.9
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,2,157,0.4707,0.2718,636.84
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,3,158,0.452,0.2838,505.81
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,4,125,0.3814,0.1998,159.48
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,5,109,0.3561,0.2677,63.43
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,6,60,0.3302,0.2158,130.2
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,7,104,0.3268,0.2073,320.45
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,8,68,0.3177,0.2061,87.59
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,9,84,0.304,0.1292,109.74
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,10,118,0.3038,0.1937,107.1
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,11,176,0.2843,0.1551,154.46
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,12,130,0.2773,0.123,105.9
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,13,225,0.2763,0.1861,135.7
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,14,73,0.2542,0.1613,68.38
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,15,140,0.2463,0.1212,90.05
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,16,72,0.2424,0.1625,15.26
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,17,194,0.2205,0.1316,144.31
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,18,54,0.2162,0.1725,42.42
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,19,32,0.2066,0.1519,44.99
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,20,72,0.2056,0.1397,106.11
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,21,38,0.2054,0.1369,10.89
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,22,172,0.2035,0.147,130.03
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,23,93,0.2011,0.1769,54.84
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,24,87,0.1792,0.0836,14.33
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,25,51,0.1692,0.1135,90.51
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,26,95,0.1612,0.1281,104.13
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,27,45,0.1588,0.1041,23.66
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,28,39,0.1573,0.1662,7.22
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,29,96,0.156,0.1039,20.49
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,30,72,0.155,0.1103,39.67
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,31,113,0.1533,0.1513,44.68
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,32,85,0.1457,0.1201,82.2
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,33,137,0.1268,0.0832,12.16
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,34,74,0.1203,0.063,43.98
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,35,104,0.12,0.0759,36.71
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,36,22,0.1076,0.0801,13.18
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,37,53,0.1068,0.0544,17.03
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,38,36,0.0956,0.046,22.66
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,39,70,0.0956,0.0632,11.33
HiT,R10LATIN_AM,Latin America,wind_onshore,Wind onshore,40,10,0.0489,0.0321,14.82
LoT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,1,835,0.532,0.3448,3619.22
LoT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,2,576,0.3653,0.243,1133.18
LoT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,3,272,0.3291,0.2312,536.91
LoT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,4,79,0.2787,0.1467,151.86
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,1,203,0.6869,0.295,1176.65
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,2,86,0.5787,0.2407,596.62
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,3,67,0.5373,0.235,370.37
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,4,131,0.4767,0.2325,310.75
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,5,70,0.468,0.1851,267.51
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,6,59,0.4294,0.2677,260.83
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,7,56,0.4266,0.2782,145.27
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,8,115,0.4026,0.2017,142.63
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,9,116,0.3736,0.1558,168.25
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,10,30,0.3675,0.1765,67.0
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,11,69,0.367,0.1492,190.21
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,12,76,0.3564,0.201,391.52
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,13,38,0.3476,0.1422,98.84
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,14,88,0.338,0.1626,72.15
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,15,37,0.3249,0.1419,33.34
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,16,42,0.3222,0.0849,83.36
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,17,32,0.3156,0.1124,59.21
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,18,42,0.3102,0.1017,68.96
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,19,91,0.307,0.112,284.09
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,20,37,0.3022,0.1365,35.49
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,21,53,0.3004,0.1399,69.75
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,22,23,0.2808,0.181,68.09
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,23,79,0.2787,0.1467,151.86
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,24,71,0.2787,0.1504,208.62
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,25,16,0.2701,0.1309,58.2
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,26,25,0.2379,0.0991,56.04
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,27,6,0.0804,0.0482,3.02
HiT,R10LATIN_AM,Latin America,wind_offshore,Wind offshore,28,4,0.0379,0.0168,2.54
LoT,R10MIDDLE_EAST,Middle East,solar,Solar PV,1,661,0.2692,0.0472,1531.43
LoT,R10MIDDLE_EAST,Middle East,solar,Solar PV,2,788,0.2667,0.0367,2075.51
LoT,R10MIDDLE_EAST,Middle East,solar,Solar PV,3,494,0.2659,0.0317,1351.55
LoT,R10MIDDLE_EAST,Middle East,solar,Solar PV,4,587,0.2601,0.0424,1158.6
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,1,86,0.2805,0.02,229.11
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,2,81,0.279,0.0216,224.8
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,3,61,0.2741,0.0229,164.42
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,4,38,0.2723,0.0254,31.84
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,5,89,0.2712,0.024,209.22
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,6,98,0.2703,0.016,334.45
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,7,81,0.2703,0.0271,118.25
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,8,110,0.2703,0.0199,330.34
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,9,166,0.2685,0.0185,549.93
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,10,108,0.2681,0.0242,382.27
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,11,91,0.2673,0.0178,260.64
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,12,91,0.2669,0.0249,229.58
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,13,79,0.2668,0.0185,225.94
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,14,78,0.2661,0.0226,172.87
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,15,136,0.2655,0.0257,319.44
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,16,55,0.2649,0.0144,153.35
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,17,102,0.2648,0.0198,336.18
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,18,161,0.2641,0.0306,317.6
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,19,87,0.2637,0.0233,213.2
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,20,63,0.2589,0.0241,192.92
HiT,R10MIDDLE_EAST,Middle East,solar,Solar PV,21,43,0.2584,0.0235,64.22
